account_id,account_district_id,statement_freq,account_date_opened
1381,57,MONTHLY,304
2435,38,MONTHLY,304
542,1,MONTHLY,304
1123,13,MONTHLY,304
3225,1,MONTHLY,304
1133,1,MONTHLY,304
3086,1,MONTHLY,305
2250,35,MONTHLY,305
340,1,MONTHLY,306
4079,52,MONTHLY,306
841,1,MONTHLY,307
2269,6,MONTHLY,307
2867,30,MONTHLY,307
3371,68,MONTHLY,307
520,60,MONTHLY,307
743,10,MONTHLY,308
3640,10,MONTHLY,308
3354,63,MONTHLY,308
107,64,MONTHLY,308
243,55,WEEKLY,309
3687,71,MONTHLY,309
1984,73,MONTHLY,310
4173,1,MONTHLY,311
2700,74,MONTHLY,311
2318,73,MONTHLY,311
7965,55,MONTHLY,311
3352,42,MONTHLY,311
4255,70,WEEKLY,311
73,72,MONTHLY,311
3948,1,MONTHLY,312
648,13,MONTHLY,312
3688,70,MONTHLY,313
462,29,MONTHLY,313
3243,1,MONTHLY,313
8625,64,MONTHLY,313
321,47,MONTHLY,314
3548,23,MONTHLY,314
5984,11,MONTHLY,314
3091,3,MONTHLY,314
626,72,MONTHLY,314
998,47,MONTHLY,314
3326,5,MONTHLY,314
2457,76,MONTHLY,314
2549,74,MONTHLY,315
1947,35,MONTHLY,315
2738,41,MONTHLY,315
1809,1,WEEKLY,315
519,24,MONTHLY,315
2665,61,MONTHLY,316
1114,6,WEEKLY,316
8957,1,MONTHLY,316
2271,68,MONTHLY,316
196,4,MONTHLY,317
3218,41,MONTHLY,317
3660,74,MONTHLY,317
787,10,MONTHLY,317
3820,1,MONTHLY,317
10906,76,MONTHLY,317
914,73,MONTHLY,317
9656,61,MONTHLY,317
1941,60,MONTHLY,318
3617,22,MONTHLY,318
3370,49,MONTHLY,318
1664,56,MONTHLY,318
4337,29,MONTHLY,319
2557,40,MONTHLY,320
1527,31,TRANSACTION,320
3938,57,MONTHLY,320
1686,11,MONTHLY,321
10670,60,MONTHLY,321
3309,66,MONTHLY,323
3107,5,MONTHLY,323
8377,29,MONTHLY,323
345,5,MONTHLY,323
498,1,MONTHLY,324
3571,39,MONTHLY,324
5991,1,MONTHLY,324
1128,74,MONTHLY,324
10439,66,MONTHLY,324
1302,55,MONTHLY,324
10788,67,WEEKLY,325
4343,31,MONTHLY,325
2460,1,MONTHLY,325
1931,20,MONTHLY,326
2972,12,MONTHLY,326
1286,66,TRANSACTION,326
1235,76,MONTHLY,326
4385,23,MONTHLY,326
7449,1,MONTHLY,327
545,54,MONTHLY,327
245,65,MONTHLY,328
688,74,MONTHLY,328
173,66,MONTHLY,329
10904,48,MONTHLY,329
7844,1,MONTHLY,329
6353,26,MONTHLY,329
604,12,MONTHLY,329
6806,1,MONTHLY,329
5927,15,MONTHLY,329
2419,24,MONTHLY,330
1288,11,MONTHLY,330
3003,18,MONTHLY,330
10131,1,MONTHLY,330
1952,70,MONTHLY,331
651,72,MONTHLY,331
2989,4,MONTHLY,331
1499,47,MONTHLY,331
426,1,MONTHLY,332
3570,44,MONTHLY,332
4237,18,MONTHLY,332
2739,59,MONTHLY,332
4526,63,MONTHLY,332
1621,75,MONTHLY,334
344,54,MONTHLY,334
1359,8,MONTHLY,335
290,56,MONTHLY,335
66,48,TRANSACTION,336
1314,48,MONTHLY,336
3145,4,MONTHLY,336
1204,29,MONTHLY,336
437,43,MONTHLY,336
2063,1,MONTHLY,337
3087,15,MONTHLY,337
2588,5,MONTHLY,337
956,74,MONTHLY,338
597,41,MONTHLY,338
3129,5,MONTHLY,338
884,2,MONTHLY,340
4264,28,MONTHLY,340
3223,1,MONTHLY,340
737,34,MONTHLY,341
2306,38,MONTHLY,341
1673,53,MONTHLY,341
10663,11,MONTHLY,341
3345,22,MONTHLY,341
1970,8,MONTHLY,341
2504,16,MONTHLY,342
358,12,MONTHLY,342
2980,66,MONTHLY,342
3918,53,MONTHLY,342
1680,59,MONTHLY,343
3039,1,MONTHLY,343
3380,64,MONTHLY,343
2128,22,MONTHLY,343
903,47,MONTHLY,343
1762,28,MONTHLY,344
61,70,MONTHLY,344
391,36,MONTHLY,344
2305,1,MONTHLY,344
1588,67,MONTHLY,344
183,43,MONTHLY,345
365,74,MONTHLY,345
2476,32,MONTHLY,345
347,65,MONTHLY,346
1877,76,MONTHLY,346
3196,1,MONTHLY,346
2928,55,MONTHLY,347
1225,4,MONTHLY,347
3825,7,MONTHLY,347
180,55,WEEKLY,347
2813,24,MONTHLY,348
1605,72,MONTHLY,349
1792,7,MONTHLY,349
1604,54,MONTHLY,349
883,1,MONTHLY,350
441,27,WEEKLY,350
3429,73,MONTHLY,350
4514,69,MONTHLY,351
1088,32,MONTHLY,352
3094,56,MONTHLY,353
1768,15,MONTHLY,353
2768,73,MONTHLY,353
2257,57,MONTHLY,354
1882,1,MONTHLY,354
719,30,MONTHLY,354
5092,74,MONTHLY,354
3292,1,MONTHLY,354
3604,75,MONTHLY,355
2733,76,MONTHLY,355
3669,76,MONTHLY,355
1940,52,MONTHLY,355
3056,55,MONTHLY,355
1419,33,MONTHLY,355
2971,76,WEEKLY,356
1959,62,MONTHLY,357
3164,33,MONTHLY,357
3197,1,MONTHLY,358
2770,42,MONTHLY,358
7944,59,MONTHLY,360
1080,55,MONTHLY,360
6148,74,MONTHLY,360
2010,1,MONTHLY,360
3135,72,MONTHLY,360
1098,47,MONTHLY,361
100,41,MONTHLY,361
2913,8,MONTHLY,361
1153,35,MONTHLY,362
1635,19,MONTHLY,362
2842,14,MONTHLY,362
3759,1,MONTHLY,362
3594,29,MONTHLY,363
2778,38,MONTHLY,363
2161,15,WEEKLY,363
2789,14,MONTHLY,365
1552,18,MONTHLY,366
628,72,MONTHLY,367
1458,29,MONTHLY,367
2673,34,MONTHLY,368
1788,1,MONTHLY,368
1193,29,MONTHLY,369
969,19,MONTHLY,372
1512,1,MONTHLY,372
3997,62,MONTHLY,377
2179,1,WEEKLY,378
1164,35,MONTHLY,378
4774,66,MONTHLY,378
4413,74,WEEKLY,379
1824,52,MONTHLY,381
1231,7,MONTHLY,382
2664,58,MONTHLY,384
1627,1,MONTHLY,384
9104,10,MONTHLY,385
2326,70,MONTHLY,388
4356,47,MONTHLY,390
3667,55,MONTHLY,390
742,77,MONTHLY,392
2538,42,MONTHLY,394
127,29,MONTHLY,397
726,76,MONTHLY,398
4907,42,MONTHLY,401
2628,64,TRANSACTION,401
3898,70,MONTHLY,402
6472,61,MONTHLY,403
1770,65,MONTHLY,403
2472,60,MONTHLY,403
1159,49,MONTHLY,404
4418,66,MONTHLY,404
1470,19,MONTHLY,405
1813,47,MONTHLY,406
4416,14,MONTHLY,407
2315,75,MONTHLY,408
3876,69,MONTHLY,408
4329,1,MONTHLY,412
3184,1,MONTHLY,413
370,25,MONTHLY,413
1317,56,MONTHLY,413
2675,1,MONTHLY,414
3840,76,MONTHLY,414
4009,56,MONTHLY,415
3886,1,MONTHLY,415
3445,1,MONTHLY,417
2482,1,MONTHLY,418
2361,28,MONTHLY,420
974,29,MONTHLY,420
2959,8,MONTHLY,420
1880,76,MONTHLY,420
3355,70,MONTHLY,421
2501,30,MONTHLY,421
1073,73,MONTHLY,422
8558,1,TRANSACTION,422
3101,1,MONTHLY,422
2568,17,MONTHLY,425
1169,49,TRANSACTION,425
3684,23,MONTHLY,427
1406,50,MONTHLY,427
71,1,MONTHLY,428
3528,10,MONTHLY,428
3405,36,MONTHLY,430
6118,1,WEEKLY,430
2382,59,MONTHLY,431
1570,1,MONTHLY,435
1511,51,TRANSACTION,436
1237,9,MONTHLY,436
3307,30,MONTHLY,436
3378,55,MONTHLY,437
989,19,MONTHLY,437
3253,71,TRANSACTION,438
1626,3,MONTHLY,438
289,1,MONTHLY,440
1987,54,MONTHLY,440
817,5,MONTHLY,441
2228,34,MONTHLY,442
904,1,MONTHLY,443
3824,41,MONTHLY,443
3599,63,MONTHLY,443
22,1,MONTHLY,446
470,64,MONTHLY,446
1273,37,MONTHLY,448
237,50,MONTHLY,448
59,43,MONTHLY,450
572,32,MONTHLY,450
1269,52,MONTHLY,451
855,1,MONTHLY,451
3183,45,MONTHLY,455
1969,5,MONTHLY,456
2799,54,WEEKLY,457
1042,43,MONTHLY,457
1158,50,MONTHLY,457
2713,26,MONTHLY,457
740,28,MONTHLY,458
493,26,MONTHLY,459
2067,76,MONTHLY,461
3804,7,MONTHLY,461
4259,66,MONTHLY,462
2886,1,MONTHLY,462
761,43,MONTHLY,463
1918,24,MONTHLY,464
3036,10,MONTHLY,464
3259,1,MONTHLY,465
4408,71,WEEKLY,465
2009,17,MONTHLY,468
1194,1,MONTHLY,469
3718,63,MONTHLY,470
3201,4,MONTHLY,471
460,1,MONTHLY,472
784,59,MONTHLY,473
3714,2,WEEKLY,475
2154,63,MONTHLY,475
1256,38,MONTHLY,475
1353,51,MONTHLY,475
1820,10,MONTHLY,476
2494,74,MONTHLY,477
2399,1,MONTHLY,480
343,18,MONTHLY,480
575,38,MONTHLY,480
900,48,MONTHLY,480
1467,37,MONTHLY,481
31,68,MONTHLY,481
1375,19,MONTHLY,481
1371,1,MONTHLY,481
844,53,MONTHLY,482
908,62,MONTHLY,483
3134,48,MONTHLY,483
2092,1,MONTHLY,483
3747,1,MONTHLY,485
277,32,TRANSACTION,485
3595,30,MONTHLY,485
2511,40,MONTHLY,485
1388,29,MONTHLY,486
4245,52,MONTHLY,486
3838,3,MONTHLY,486
543,64,MONTHLY,487
3653,31,MONTHLY,487
524,61,MONTHLY,487
82,26,MONTHLY,487
3912,2,MONTHLY,488
1949,41,MONTHLY,488
1865,1,MONTHLY,488
451,11,MONTHLY,489
50,1,MONTHLY,490
1184,14,MONTHLY,490
363,1,MONTHLY,490
2454,8,MONTHLY,491
2847,75,MONTHLY,492
2740,14,MONTHLY,492
1871,48,MONTHLY,494
8405,20,MONTHLY,494
266,47,MONTHLY,495
1879,10,MONTHLY,497
2259,64,MONTHLY,498
609,63,MONTHLY,499
9750,74,MONTHLY,500
2375,29,MONTHLY,500
216,38,MONTHLY,500
56,50,MONTHLY,500
7824,60,MONTHLY,501
649,69,WEEKLY,501
2996,54,MONTHLY,501
1509,51,MONTHLY,503
2170,1,TRANSACTION,503
2001,75,MONTHLY,503
2903,38,MONTHLY,503
3717,56,MONTHLY,504
4195,67,MONTHLY,505
2496,51,MONTHLY,505
9583,31,WEEKLY,506
3636,21,MONTHLY,506
1826,5,MONTHLY,506
2227,31,WEEKLY,506
2749,1,MONTHLY,507
535,35,MONTHLY,508
4066,72,MONTHLY,508
2662,71,MONTHLY,508
1053,57,MONTHLY,509
11333,8,MONTHLY,510
1838,68,MONTHLY,510
3037,44,MONTHLY,510
3372,23,MONTHLY,510
985,32,MONTHLY,513
6924,74,MONTHLY,516
3484,22,MONTHLY,516
700,20,MONTHLY,516
3289,1,MONTHLY,517
2638,5,MONTHLY,517
8316,70,MONTHLY,519
1634,77,MONTHLY,519
4825,15,MONTHLY,519
3650,8,MONTHLY,520
10942,44,WEEKLY,520
2922,16,MONTHLY,521
693,2,MONTHLY,521
2260,1,MONTHLY,522
538,70,MONTHLY,522
548,16,MONTHLY,522
941,8,MONTHLY,523
2155,58,MONTHLY,523
4519,8,MONTHLY,523
3539,42,MONTHLY,523
6511,72,MONTHLY,525
2569,2,MONTHLY,525
43,36,MONTHLY,527
1047,46,MONTHLY,528
3479,22,MONTHLY,529
2868,1,MONTHLY,530
4328,72,MONTHLY,532
5628,61,MONTHLY,532
3160,22,MONTHLY,534
1856,26,MONTHLY,534
154,46,MONTHLY,536
3030,65,MONTHLY,537
1938,1,MONTHLY,540
1870,10,MONTHLY,540
3275,74,MONTHLY,544
8492,2,MONTHLY,544
10093,1,WEEKLY,546
3805,9,MONTHLY,547
200,17,MONTHLY,548
2471,6,MONTHLY,548
352,39,MONTHLY,549
1291,1,MONTHLY,549
161,28,MONTHLY,549
711,70,MONTHLY,551
964,26,MONTHLY,553
1012,65,MONTHLY,554
4276,43,MONTHLY,554
901,60,MONTHLY,555
7765,52,WEEKLY,555
90,1,MONTHLY,558
5574,13,WEEKLY,559
741,54,MONTHLY,559
2819,35,MONTHLY,561
478,58,MONTHLY,561
2615,68,MONTHLY,562
3503,1,MONTHLY,562
3921,18,MONTHLY,562
662,21,MONTHLY,563
2654,56,MONTHLY,566
9627,65,TRANSACTION,567
2470,16,MONTHLY,568
427,8,MONTHLY,569
709,19,MONTHLY,570
629,31,MONTHLY,570
2606,1,MONTHLY,572
6738,62,MONTHLY,573
2912,74,MONTHLY,575
4995,20,WEEKLY,577
1022,33,WEEKLY,577
1797,24,MONTHLY,577
3497,76,MONTHLY,578
1848,1,MONTHLY,580
582,12,MONTHLY,581
3167,18,MONTHLY,584
1579,57,MONTHLY,585
610,74,MONTHLY,587
3536,24,MONTHLY,587
1017,14,MONTHLY,587
3017,75,MONTHLY,588
3112,38,MONTHLY,588
1360,71,MONTHLY,590
2747,1,MONTHLY,590
9192,1,MONTHLY,592
1398,62,MONTHLY,594
1246,58,MONTHLY,594
1592,38,MONTHLY,594
3728,10,MONTHLY,594
4131,5,MONTHLY,595
377,70,MONTHLY,595
1911,68,MONTHLY,597
635,21,MONTHLY,597
3625,3,MONTHLY,598
3425,70,MONTHLY,600
1327,65,MONTHLY,600
8776,64,MONTHLY,600
2798,70,MONTHLY,600
2401,16,MONTHLY,602
3612,70,MONTHLY,603
4580,9,MONTHLY,603
3226,65,MONTHLY,604
7523,63,MONTHLY,605
3533,74,MONTHLY,605
422,53,WEEKLY,605
3608,72,WEEKLY,606
1105,55,MONTHLY,608
2596,1,MONTHLY,609
9006,40,WEEKLY,609
3579,53,MONTHLY,609
710,25,MONTHLY,609
7546,43,MONTHLY,610
1766,28,MONTHLY,610
1292,3,MONTHLY,610
3797,64,MONTHLY,610
3478,30,MONTHLY,611
8899,1,WEEKLY,612
1975,19,MONTHLY,614
3049,61,MONTHLY,615
3730,17,MONTHLY,615
1714,72,MONTHLY,615
518,74,MONTHLY,616
6321,1,MONTHLY,617
3926,72,MONTHLY,618
1878,52,WEEKLY,620
3712,3,MONTHLY,620
2030,51,MONTHLY,620
3869,72,MONTHLY,620
1908,20,MONTHLY,620
3142,2,MONTHLY,621
1301,18,MONTHLY,622
3288,54,MONTHLY,622
318,36,MONTHLY,623
3336,51,MONTHLY,626
1653,1,MONTHLY,626
577,29,MONTHLY,627
2960,19,MONTHLY,627
2267,54,WEEKLY,627
1989,48,MONTHLY,628
1352,1,MONTHLY,630
851,15,MONTHLY,630
716,47,MONTHLY,632
3555,32,MONTHLY,633
6,51,MONTHLY,634
1828,1,MONTHLY,635
1333,21,MONTHLY,636
11359,61,MONTHLY,638
3457,54,MONTHLY,638
2627,76,MONTHLY,639
2025,19,MONTHLY,639
3975,20,MONTHLY,639
2905,74,MONTHLY,640
3827,1,MONTHLY,641
939,55,MONTHLY,641
1421,71,MONTHLY,642
1934,46,MONTHLY,642
3878,23,MONTHLY,644
2363,47,MONTHLY,644
1559,14,MONTHLY,645
2195,73,MONTHLY,645
1205,73,MONTHLY,645
2059,37,MONTHLY,645
2333,45,MONTHLY,645
3074,74,WEEKLY,645
2840,15,MONTHLY,646
2430,3,MONTHLY,646
2463,56,MONTHLY,648
3860,4,MONTHLY,648
2788,54,MONTHLY,649
8127,37,MONTHLY,650
596,31,MONTHLY,650
3622,53,MONTHLY,652
1312,23,MONTHLY,652
2742,23,MONTHLY,652
654,63,MONTHLY,653
4283,39,MONTHLY,653
2924,56,MONTHLY,653
3756,39,WEEKLY,654
2790,1,MONTHLY,655
67,16,MONTHLY,656
2949,1,MONTHLY,658
3849,75,MONTHLY,658
5422,66,MONTHLY,659
988,10,MONTHLY,659
3058,44,MONTHLY,660
1958,40,MONTHLY,661
1441,50,MONTHLY,662
1109,66,MONTHLY,664
2536,41,MONTHLY,665
1295,15,MONTHLY,665
3419,1,MONTHLY,666
1993,68,MONTHLY,667
1076,1,MONTHLY,667
960,4,TRANSACTION,670
201,63,MONTHLY,670
1168,29,MONTHLY,671
2365,42,MONTHLY,672
973,54,MONTHLY,673
3663,67,MONTHLY,674
3576,58,MONTHLY,675
4082,49,MONTHLY,676
2541,57,MONTHLY,676
4476,24,MONTHLY,678
2572,64,TRANSACTION,681
2377,77,MONTHLY,681
1554,47,MONTHLY,683
5632,5,WEEKLY,683
940,37,MONTHLY,683
1583,69,TRANSACTION,685
2218,19,MONTHLY,689
1708,22,MONTHLY,689
449,19,MONTHLY,690
2044,6,MONTHLY,691
11186,12,MONTHLY,692
29,7,MONTHLY,692
3752,1,MONTHLY,693
2028,7,WEEKLY,694
1294,71,MONTHLY,695
106,63,MONTHLY,695
2707,61,MONTHLY,695
2027,19,MONTHLY,696
3369,8,MONTHLY,699
9731,54,TRANSACTION,699
1578,48,MONTHLY,699
8411,20,MONTHLY,700
1919,18,MONTHLY,702
1307,56,MONTHLY,703
2121,64,MONTHLY,703
1436,3,MONTHLY,705
3489,9,MONTHLY,706
3348,4,MONTHLY,706
2809,73,MONTHLY,706
3364,21,WEEKLY,706
2546,1,MONTHLY,706
2343,68,MONTHLY,707
594,54,MONTHLY,707
4434,41,MONTHLY,707
359,11,MONTHLY,709
3279,46,WEEKLY,715
1011,45,MONTHLY,715
8856,15,MONTHLY,716
2808,1,MONTHLY,716
5357,70,MONTHLY,716
775,1,MONTHLY,716
2524,1,MONTHLY,717
3903,58,MONTHLY,717
802,15,MONTHLY,718
3567,5,MONTHLY,718
68,37,TRANSACTION,718
1417,75,MONTHLY,718
3643,1,MONTHLY,720
10728,71,MONTHLY,721
2384,40,MONTHLY,721
1835,74,MONTHLY,722
3621,32,MONTHLY,723
1394,32,MONTHLY,725
3006,64,MONTHLY,730
2322,33,MONTHLY,731
1331,59,MONTHLY,732
2355,1,MONTHLY,732
3482,70,MONTHLY,732
4503,50,MONTHLY,732
2077,29,MONTHLY,733
685,37,WEEKLY,733
2163,17,MONTHLY,734
2239,25,MONTHLY,734
1706,1,MONTHLY,734
7795,64,MONTHLY,734
3128,1,MONTHLY,735
2978,74,MONTHLY,735
3141,1,WEEKLY,735
3250,1,MONTHLY,735
1955,49,MONTHLY,736
5650,10,TRANSACTION,737
3641,7,MONTHLY,738
2923,43,MONTHLY,739
8092,54,MONTHLY,740
2421,18,MONTHLY,740
1437,50,MONTHLY,742
756,65,MONTHLY,742
3244,56,MONTHLY,743
10630,41,MONTHLY,744
3981,23,MONTHLY,744
3812,72,MONTHLY,745
4368,1,MONTHLY,745
2729,40,MONTHLY,745
2446,3,MONTHLY,745
839,16,MONTHLY,746
1625,1,MONTHLY,746
2563,48,MONTHLY,746
1414,58,MONTHLY,746
7562,72,WEEKLY,746
2185,67,MONTHLY,747
1446,57,MONTHLY,747
915,72,MONTHLY,747
3777,70,MONTHLY,748
2414,1,MONTHLY,748
9814,64,WEEKLY,748
2681,28,MONTHLY,748
484,1,MONTHLY,749
217,77,MONTHLY,749
9030,72,MONTHLY,750
2352,70,MONTHLY,750
1526,52,MONTHLY,751
3841,8,MONTHLY,751
270,27,MONTHLY,752
1914,27,MONTHLY,753
2054,1,MONTHLY,753
2111,42,WEEKLY,754
1769,39,MONTHLY,754
2663,64,MONTHLY,754
4103,38,MONTHLY,754
5735,52,MONTHLY,754
3362,73,MONTHLY,754
2755,20,MONTHLY,755
3235,8,MONTHLY,755
795,25,MONTHLY,756
1548,47,MONTHLY,756
650,3,MONTHLY,757
11042,72,MONTHLY,758
3421,31,MONTHLY,761
1112,48,MONTHLY,763
3583,40,MONTHLY,763
4001,54,MONTHLY,764
393,46,MONTHLY,764
2718,29,MONTHLY,765
1496,57,MONTHLY,765
2968,15,MONTHLY,765
1889,59,MONTHLY,766
789,39,MONTHLY,766
7614,62,MONTHLY,768
8159,26,MONTHLY,768
2151,38,MONTHLY,768
3865,50,MONTHLY,769
4109,54,MONTHLY,769
515,57,MONTHLY,769
3817,70,MONTHLY,770
2268,1,MONTHLY,771
388,59,MONTHLY,771
3623,59,MONTHLY,772
1967,26,WEEKLY,773
4727,2,MONTHLY,773
3466,64,MONTHLY,776
3297,53,MONTHLY,777
607,16,MONTHLY,777
1858,72,MONTHLY,778
3978,59,MONTHLY,778
70,8,MONTHLY,778
781,33,MONTHLY,779
10884,65,MONTHLY,780
2688,72,MONTHLY,780
1772,31,WEEKLY,780
2490,22,MONTHLY,781
2047,20,MONTHLY,781
3839,1,MONTHLY,781
1633,51,MONTHLY,782
763,1,MONTHLY,783
4161,1,MONTHLY,783
2431,74,MONTHLY,783
3753,28,MONTHLY,784
1778,15,MONTHLY,785
2911,33,MONTHLY,785
3710,1,MONTHLY,785
1702,56,MONTHLY,787
3737,34,MONTHLY,789
190,74,MONTHLY,790
2865,1,MONTHLY,791
3014,75,WEEKLY,791
2680,46,MONTHLY,791
1129,35,MONTHLY,791
3233,31,MONTHLY,791
1287,35,MONTHLY,792
9897,1,MONTHLY,792
30,36,MONTHLY,792
2367,28,MONTHLY,792
3826,34,MONTHLY,793
376,25,MONTHLY,793
1108,26,MONTHLY,797
108,53,MONTHLY,798
1802,75,MONTHLY,798
3230,1,MONTHLY,799
3989,19,MONTHLY,799
2723,75,MONTHLY,800
7859,52,MONTHLY,802
7606,21,MONTHLY,803
158,37,MONTHLY,803
6397,48,MONTHLY,803
150,73,MONTHLY,804
3402,76,WEEKLY,804
2810,66,MONTHLY,804
586,54,MONTHLY,804
1261,52,MONTHLY,806
2856,25,MONTHLY,806
288,25,MONTHLY,806
3750,77,MONTHLY,806
1174,70,MONTHLY,809
1306,1,MONTHLY,810
5541,43,MONTHLY,812
1,18,MONTHLY,812
981,66,MONTHLY,813
767,25,MONTHLY,814
608,32,MONTHLY,815
1757,75,MONTHLY,815
6609,16,MONTHLY,815
870,70,MONTHLY,815
227,27,MONTHLY,816
568,18,MONTHLY,816
1254,74,MONTHLY,816
1540,1,MONTHLY,817
1692,56,MONTHLY,817
1249,67,MONTHLY,818
95,1,MONTHLY,818
1561,66,MONTHLY,820
2540,54,MONTHLY,820
248,1,MONTHLY,821
9493,64,MONTHLY,821
5126,58,MONTHLY,822
231,22,MONTHLY,822
2203,47,MONTHLY,823
6910,76,MONTHLY,823
1986,46,MONTHLY,823
2839,70,MONTHLY,823
1479,54,MONTHLY,823
3147,54,MONTHLY,824
6289,64,MONTHLY,824
1590,77,MONTHLY,826
7418,21,MONTHLY,826
19,21,MONTHLY,826
842,62,MONTHLY,826
1821,70,MONTHLY,826
206,61,MONTHLY,827
3109,18,MONTHLY,827
7815,19,WEEKLY,828
7136,12,WEEKLY,828
1228,62,MONTHLY,828
893,53,MONTHLY,831
3702,53,MONTHLY,832
4852,47,MONTHLY,832
2750,13,MONTHLY,832
1046,1,MONTHLY,833
3729,31,MONTHLY,833
1862,19,WEEKLY,834
1309,1,MONTHLY,834
1315,13,MONTHLY,836
3321,17,MONTHLY,837
3231,73,MONTHLY,837
5724,14,TRANSACTION,838
3823,74,MONTHLY,838
2726,18,MONTHLY,839
1038,64,MONTHLY,839
7861,34,MONTHLY,841
819,20,MONTHLY,841
455,54,MONTHLY,842
3930,37,MONTHLY,844
4423,39,MONTHLY,845
267,38,MONTHLY,845
922,61,MONTHLY,846
3735,1,MONTHLY,846
3449,1,MONTHLY,846
2751,31,MONTHLY,847
404,41,MONTHLY,847
2547,74,MONTHLY,847
1248,22,MONTHLY,848
2331,8,MONTHLY,848
1010,61,MONTHLY,850
54,4,MONTHLY,851
2364,33,MONTHLY,852
1280,70,MONTHLY,852
2931,36,MONTHLY,853
10351,23,MONTHLY,853
3936,39,MONTHLY,853
5194,1,TRANSACTION,854
3464,25,MONTHLY,854
533,40,MONTHLY,856
3940,35,WEEKLY,856
4538,70,MONTHLY,856
454,7,MONTHLY,856
1183,12,MONTHLY,857
2323,72,MONTHLY,857
463,51,MONTHLY,857
285,17,MONTHLY,857
4105,58,MONTHLY,857
2525,45,MONTHLY,857
6434,1,MONTHLY,857
2919,77,MONTHLY,859
1741,21,MONTHLY,859
746,75,MONTHLY,859
256,37,MONTHLY,863
3845,48,MONTHLY,863
4014,56,TRANSACTION,864
2178,64,MONTHLY,864
2935,68,MONTHLY,864
544,32,MONTHLY,864
1720,35,MONTHLY,865
875,63,MONTHLY,866
733,49,WEEKLY,866
3251,59,MONTHLY,867
5358,4,MONTHLY,867
2521,63,MONTHLY,868
10963,16,MONTHLY,869
57,1,MONTHLY,870
4589,4,MONTHLY,871
490,45,MONTHLY,872
3386,2,MONTHLY,872
8998,61,MONTHLY,873
11349,1,WEEKLY,875
2969,29,MONTHLY,875
1530,70,MONTHLY,876
1642,64,MONTHLY,876
6358,3,MONTHLY,876
10001,24,MONTHLY,877
3186,10,MONTHLY,877
1059,8,MONTHLY,879
3624,32,WEEKLY,879
1974,42,MONTHLY,881
2559,32,MONTHLY,881
11069,37,MONTHLY,882
3874,51,MONTHLY,882
3520,72,MONTHLY,884
2018,42,MONTHLY,884
2877,37,MONTHLY,884
2642,68,MONTHLY,885
553,26,MONTHLY,886
1092,41,MONTHLY,886
471,47,MONTHLY,887
53,77,MONTHLY,887
1413,65,MONTHLY,887
5774,1,MONTHLY,888
3392,1,MONTHLY,888
1465,30,MONTHLY,888
1420,68,MONTHLY,888
1620,17,MONTHLY,888
4121,54,MONTHLY,888
754,1,MONTHLY,888
3045,1,MONTHLY,888
3453,13,MONTHLY,888
