loan_id,account_id,loan_amount,loan_duration,monthly_loan_payment,loan_status,num_days_since_grant
5656,3353,146064,24,6086.0,C,1500
6934,9494,116832,12,9736.0,A,1500
6028,5072,317520,60,5292.0,C,1500
6490,7262,73260,60,1221.0,C,1501
6415,6950,475680,48,9910.0,C,1503
7087,10215,44304,24,1846.0,C,1511
5420,2247,72504,24,3021.0,C,1515
5977,4803,59136,48,1232.0,C,1516
6824,9052,71976,24,2999.0,D,1517
5207,1244,35904,48,748.0,C,1519
7115,10351,88704,48,1848.0,C,1523
7250,11069,119136,48,2482.0,C,1523
6010,4969,150180,60,2503.0,C,1525
6088,5317,90180,36,2505.0,C,1526
5682,3455,67464,12,5622.0,A,1526
7201,10807,67464,12,5622.0,A,1526
6938,9504,341280,60,5688.0,C,1529
6875,9235,83280,48,1735.0,C,1532
5953,4715,97176,24,4049.0,C,1533
5942,4681,162624,48,3388.0,C,1534
5382,2134,22932,36,637.0,C,1536
6377,6792,17184,12,1432.0,A,1536
5931,4618,66696,24,2779.0,D,1536
5992,4863,76080,12,6340.0,A,1537
5790,4033,84288,48,1756.0,C,1539
6753,8688,67980,12,5665.0,A,1539
6562,7674,94488,24,3937.0,C,1540
7046,10049,91632,12,7636.0,A,1547
5868,4361,90156,12,7513.0,A,1548
5784,3967,84600,36,2350.0,D,1548
5878,4415,74040,12,6170.0,A,1551
5110,675,102240,60,1704.0,C,1551
5210,1252,148140,36,4115.0,C,1551
7230,10954,18720,60,312.0,C,1552
5005,176,27456,12,2288.0,A,1560
6871,9225,164256,48,3422.0,C,1563
5363,2051,293880,60,4898.0,D,1572
7253,11079,98304,12,8192.0,A,1576
6055,5181,399120,60,6652.0,C,1578
5072,472,196800,24,8200.0,D,1578
6913,9377,99936,24,4164.0,C,1579
6386,6856,124344,36,3454.0,C,1580
5634,3229,39024,12,3252.0,A,1581
5758,3859,307200,60,5120.0,D,1582
6819,9031,50112,24,2088.0,C,1583
7088,10233,239160,60,3986.0,C,1583
5039,314,66840,24,2785.0,C,1583
5532,2754,335280,48,6985.0,C,1584
6037,5118,53232,48,1109.0,C,1584
6322,6510,76992,24,3208.0,C,1586
6887,9263,39576,12,3298.0,A,1588
6660,8094,220428,36,6123.0,C,1589
5451,2350,159744,48,3328.0,C,1591
6014,4999,165168,36,4588.0,C,1598
5556,2872,268320,60,4472.0,C,1599
6346,6649,100260,60,1671.0,C,1602
5850,4293,164196,36,4561.0,C,1602
5940,4660,106944,24,4456.0,C,1608
7119,10361,86880,12,7240.0,A,1613
5253,1447,100080,48,2085.0,C,1614
6851,9138,272220,60,4537.0,D,1614
6695,8320,309660,60,5161.0,C,1615
6908,9353,188616,24,7859.0,C,1619
7255,11096,213300,60,3555.0,C,1620
5674,3418,207264,48,4318.0,C,1621
6278,6265,87360,24,3640.0,C,1621
5486,2516,466608,48,9721.0,C,1624
5174,1093,385104,48,8023.0,C,1624
6621,7957,42900,12,3575.0,A,1625
6313,6461,150912,36,4192.0,C,1626
6435,7045,288720,48,6015.0,C,1627
6970,9677,31620,60,527.0,C,1628
6310,6440,34572,12,2881.0,A,1628
5932,4626,33348,12,2779.0,A,1629
6877,9241,285240,60,4754.0,C,1630
6763,8772,88272,48,1839.0,C,1630
7085,10202,305424,48,6363.0,C,1630
7049,10063,233424,36,6484.0,C,1635
6959,9633,59448,24,2477.0,D,1641
5214,1270,74772,36,2077.0,C,1642
6350,6678,294384,48,6133.0,C,1650
5063,442,357840,48,7455.0,D,1651
5041,319,369000,60,6150.0,C,1652
5086,525,210384,48,4383.0,C,1657
6942,9513,18324,12,1527.0,A,1657
5270,1528,191088,48,3981.0,C,1662
6705,8381,333648,48,6951.0,D,1666
7051,10068,77808,12,6484.0,A,1669
6758,8742,33144,12,2762.0,A,1670
6249,6138,67608,24,2817.0,C,1671
5808,4099,41856,48,872.0,C,1672
5377,2116,92400,12,7700.0,A,1676
5446,2334,48312,24,2013.0,C,1676
5856,4320,51360,12,4280.0,B,1681
4986,97,102876,12,8573.0,A,1682
7001,9859,300600,60,5010.0,C,1682
6677,8169,97980,60,1633.0,C,1684
6665,8114,99300,60,1655.0,C,1687
5817,4127,100800,24,4200.0,D,1687
6984,9730,116040,60,1934.0,C,1687
6541,7565,153504,48,3198.0,C,1689
5117,718,76944,12,6412.0,A,1692
6097,5362,202848,48,4226.0,C,1693
5389,2165,78600,24,3275.0,C,1694
7219,10905,57120,48,1190.0,C,1695
6338,6592,390660,60,6511.0,C,1696
6922,9424,83628,36,2323.0,C,1698
5367,2064,83628,36,2323.0,C,1698
5638,3249,68124,12,5677.0,A,1699
5830,4190,405780,60,6763.0,C,1700
5338,1888,57360,12,4780.0,B,1702
6007,4949,289920,48,6040.0,C,1702
6612,7907,97392,12,8116.0,A,1703
5718,3637,14028,12,1169.0,A,1704
6104,5395,158184,36,4394.0,C,1708
5229,1329,23520,12,1960.0,A,1709
6625,7966,473280,60,7888.0,D,1710
5206,1242,128544,24,5356.0,C,1710
5963,4746,204780,60,3413.0,C,1710
4990,110,162576,36,4516.0,C,1711
6641,8026,128268,36,3563.0,C,1712
5369,2080,214596,36,5961.0,C,1715
6196,5837,177804,36,4939.0,C,1717
5236,1374,389136,48,8107.0,C,1718
5719,3664,271584,48,5658.0,C,1723
5643,3273,94512,12,7876.0,B,1724
7050,10065,311232,48,6484.0,C,1726
6355,6699,127200,48,2650.0,C,1727
6688,8268,8616,24,359.0,C,1729
6239,6083,360864,48,7518.0,D,1731
5531,2753,66432,24,2768.0,C,1733
6113,5445,78696,36,2186.0,C,1734
7181,10679,197808,24,8242.0,C,1735
6118,5477,349392,48,7279.0,C,1737
7264,11141,44940,12,3745.0,A,1740
5343,1906,44952,24,1873.0,C,1741
5051,378,230400,60,3840.0,C,1744
5779,3942,107352,36,2982.0,C,1747
6605,7890,79344,48,1653.0,C,1747
6655,8085,260400,60,4340.0,D,1750
6534,7542,590820,60,9847.0,C,1752
5681,3448,68664,24,2861.0,C,1753
6607,7894,153144,36,4254.0,C,1754
6242,6097,26208,36,728.0,C,1755
7242,11027,48096,24,2004.0,C,1756
7277,11231,89280,12,7440.0,A,1757
6675,8158,238716,36,6631.0,C,1765
5398,2187,53472,12,4456.0,A,1768
5956,4725,168264,36,4674.0,C,1768
5731,3711,460980,60,7683.0,D,1769
6956,9631,59448,24,2477.0,C,1773
6437,7052,63972,36,1777.0,D,1773
5447,2335,541200,60,9020.0,D,1776
5973,4784,219456,48,4572.0,C,1788
6075,5267,129312,24,5388.0,D,1790
5281,1580,194256,24,8094.0,C,1791
5103,666,12540,12,1045.0,A,1792
6468,7176,203940,60,3399.0,C,1794
7209,10857,385560,60,6426.0,D,1794
5584,2986,24792,24,1033.0,C,1800
4988,103,265320,36,7370.0,D,1800
6502,7424,30276,12,2523.0,A,1802
5651,3329,19248,12,1604.0,A,1802
4962,25,30276,12,2523.0,A,1802
5862,4342,100128,24,4172.0,C,1803
7199,10789,45768,12,3814.0,A,1803
6727,8505,42840,12,3570.0,A,1804
7279,11244,155760,24,6490.0,C,1805
6544,7594,130464,48,2718.0,C,1805
5933,4631,87528,24,3647.0,C,1807
6574,7745,77544,36,2154.0,C,1814
6399,6902,49320,36,1370.0,C,1815
7187,10711,24180,60,403.0,C,1818
6353,6686,116496,24,4854.0,C,1819
5043,339,468060,60,7801.0,C,1819
5469,2445,293160,60,4886.0,C,1820
5976,4794,465504,48,9698.0,D,1821
6059,5196,79824,12,6652.0,A,1822
5799,4052,106128,36,2948.0,C,1822
6147,5602,177504,48,3698.0,C,1822
6254,6157,247920,48,5165.0,C,1822
7100,10280,348120,60,5802.0,C,1825
7147,10478,267600,48,5575.0,C,1827
5909,4550,61320,60,1022.0,C,1828
7037,10022,218064,48,4543.0,C,1828
5782,3953,63576,12,5298.0,C,1829
6237,6075,407952,48,8499.0,D,1831
6552,7632,170448,48,3551.0,C,1833
7067,10134,136368,24,5682.0,C,1836
5320,1819,143676,36,3991.0,C,1836
5930,4616,66696,24,2779.0,C,1837
6486,7240,152160,60,2536.0,C,1840
5245,1407,125472,24,5228.0,C,1842
6643,8038,35856,24,1494.0,C,1843
5260,1480,123300,36,3425.0,C,1844
5569,2936,504000,60,8400.0,C,1845
7110,10345,31260,12,2605.0,C,1846
7139,10445,23412,12,1951.0,C,1847
6791,8926,566640,60,9444.0,C,1848
5360,2035,176328,36,4898.0,C,1850
5287,1638,64224,24,2676.0,C,1851
6553,7636,42384,12,3532.0,C,1851
7072,10148,22104,12,1842.0,C,1852
6044,5133,57060,12,4755.0,C,1852
5332,1869,37944,36,1054.0,C,1854
6866,9201,122472,24,5103.0,C,1861
6633,7997,160656,24,6694.0,C,1861
6926,9455,374760,60,6246.0,C,1863
6442,7082,194160,48,4045.0,C,1864
5889,4456,321240,60,5354.0,C,1865
5765,3875,153936,24,6414.0,C,1866
5124,785,156096,36,4336.0,C,1868
5491,2545,428784,48,8933.0,C,1869
6730,8523,93036,12,7753.0,C,1871
7151,10493,133800,24,5575.0,C,1874
5140,873,178500,60,2975.0,C,1880
7171,10650,196224,48,4088.0,C,1880
6568,7713,220440,60,3674.0,C,1881
6861,9179,215040,60,3584.0,C,1884
6855,9153,52236,36,1451.0,C,1885
7129,10404,194280,60,3238.0,C,1885
5384,2142,23328,12,1944.0,C,1891
6859,9167,272220,60,4537.0,C,1891
5772,3906,334620,60,5577.0,C,1892
5665,3390,40632,12,3386.0,C,1895
6495,7274,49044,12,4087.0,C,1896
5061,440,84288,48,1756.0,C,1897
6948,9560,157068,36,4363.0,C,1899
5773,3907,133848,24,5577.0,C,1900
6052,5164,22356,36,621.0,C,1907
6682,8225,36204,12,3017.0,D,1914
6083,5305,240528,48,5011.0,C,1915
6962,9646,279072,48,5814.0,C,1917
5158,1004,188532,36,5237.0,C,1926
6464,7156,49488,24,2062.0,C,1931
5172,1083,50976,36,1416.0,C,1931
5582,2982,41256,12,3438.0,C,1932
6136,5572,140880,60,2348.0,C,1934
6235,6062,321360,60,5356.0,C,1934
6508,7437,110736,48,2307.0,C,1934
4968,38,110736,48,2307.0,C,1934
6632,7990,144960,48,3020.0,C,1938
7195,10774,339168,48,7066.0,C,1938
5525,2720,93888,36,2608.0,C,1942
6320,6495,104964,12,8747.0,C,1943
6766,8784,74352,24,3098.0,C,1943
6872,9227,191580,60,3193.0,C,1944
5906,4533,81144,36,2254.0,C,1950
7172,10652,45720,12,3810.0,C,1952
6571,7733,140064,24,5836.0,C,1957
5616,3143,130896,24,5454.0,C,1960
6312,6453,10944,36,304.0,C,1962
6470,7181,49872,12,4156.0,C,1962
5147,938,22260,60,371.0,C,1966
5501,2622,136344,24,5681.0,C,1966
6436,7049,495180,60,8253.0,C,1967
5699,3562,174960,24,7290.0,C,1969
5313,1776,43200,24,1800.0,C,1972
6234,6061,5148,12,429.0,C,1973
6569,7721,45456,12,3788.0,C,1973
7202,10812,140688,48,2931.0,C,1974
5683,3460,140688,48,2931.0,C,1974
5034,303,112752,36,3132.0,C,1975
5435,2279,314688,48,6556.0,C,1977
5815,4116,151200,36,4200.0,C,1979
5589,3005,390000,48,8125.0,C,1981
6746,8639,185640,60,3094.0,C,1982
6790,8919,76104,24,3171.0,C,1984
6857,9159,69600,48,1450.0,C,1984
6450,7099,234336,48,4882.0,C,1986
7221,10915,152460,60,2541.0,C,1987
5527,2728,156420,60,2607.0,C,1991
5620,3161,30012,12,2501.0,C,1992
6215,5944,78720,48,1640.0,C,1994
7167,10644,269964,36,7499.0,C,1994
5823,4144,212976,36,5916.0,C,1997
6207,5912,184620,60,3077.0,C,1999
6932,9491,225504,48,4698.0,C,2001
5669,3403,71820,36,1995.0,C,2003
5154,993,108720,60,1812.0,C,2007
7168,10645,208332,36,5787.0,C,2011
5585,2988,88608,12,7384.0,C,2014
7200,10799,31140,60,519.0,C,2017
6539,7559,12792,12,1066.0,C,2017
5774,3916,96984,36,2694.0,C,2018
6357,6706,64860,60,1081.0,C,2018
5042,330,331584,48,6908.0,C,2018
5015,226,109344,12,9112.0,C,2018
5354,2000,290820,60,4847.0,C,2020
6054,5180,58764,12,4897.0,C,2022
7295,11328,280440,60,4674.0,C,2024
5365,2055,271260,60,4521.0,C,2025
6755,8713,170700,60,2845.0,C,2030
5991,4858,335184,48,6983.0,D,2033
7035,10005,210744,36,5854.0,C,2035
5893,4467,86184,36,2394.0,C,2040
7164,10613,249792,48,5204.0,C,2052
5304,1718,172272,24,7178.0,C,2057
5561,2910,437460,60,7291.0,C,2066
5520,2699,231168,48,4816.0,C,2067
5241,1389,125472,24,5228.0,C,2070
7096,10257,37812,12,3151.0,C,2070
6078,5283,170832,48,3559.0,C,2077
5046,349,42816,12,3568.0,C,2077
5334,1876,209040,24,8710.0,C,2078
6969,9673,88200,36,2450.0,C,2080
6821,9037,321936,48,6707.0,C,2083
5760,3862,74916,36,2081.0,C,2086
5614,3137,253560,60,4226.0,C,2089
7091,10243,113436,36,3151.0,C,2090
5698,3556,174840,60,2914.0,C,2090
5169,1068,253200,60,4220.0,C,2092
7294,11327,39168,24,1632.0,C,2095
5318,1808,385584,48,8033.0,C,2098
5368,2073,44640,24,1860.0,C,2103
6923,9433,44640,24,1860.0,C,2103
5463,2413,17952,12,1496.0,C,2104
5265,1498,165780,60,2763.0,C,2105
6321,6505,38496,12,3208.0,C,2106
5226,1318,185544,36,5154.0,C,2109
6868,9208,82128,24,3422.0,C,2110
4967,37,318480,60,5308.0,D,2112
5293,1656,189792,48,3954.0,C,2127
5865,4354,327660,60,5461.0,C,2128
5841,4268,41988,12,3499.0,C,2133
5526,2725,69624,36,1934.0,C,2137
6852,9140,16032,48,334.0,C,2139
6469,7180,99744,24,4156.0,C,2146
6168,5698,99216,36,2756.0,C,2150
7292,11317,317460,60,5291.0,C,2151
5036,309,91248,48,1901.0,C,2154
5644,3293,276084,36,7669.0,C,2156
6856,9156,163332,36,4537.0,C,2160
5428,2262,230220,36,6395.0,C,2161
5027,276,160920,36,4470.0,C,2161
4989,105,352704,48,7348.0,C,2164
5221,1284,52512,12,4376.0,C,2164
6402,6922,139488,24,5812.0,C,2165
5346,1928,55632,24,2318.0,C,2165
6748,8645,240900,60,4015.0,C,2167
